"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","states_col"
"Just had to pull out of @MedievalAcademy 2019 conference. Every family member has flu, Kid #1 seriously so. No slee… https://t.co/vhYTqHMfSs",FALSE,1,NA,"3/5/2019 17:46",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WinstonEBlack",0,FALSE,FALSE,-71.8022934,42.2625932,"Worcester, MA","Massachusetts"
"Each year #FluSeason comes with a new vaccine to protect against a different strain of the flu virus. #UMaine resea… https://t.co/FJU0Db823g",FALSE,1,NA,"3/5/2019 17:30",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UMaine",2,FALSE,FALSE,-68.6719411,44.8831125,"Orono, ME","Maine"
"After oral #typhoid vaccine was unexpectedly found to protect against influenza, researchers designed a study to lo… https://t.co/4g3SL1P326",FALSE,1,NA,"3/5/2019 17:11",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PreventTyphoid",0,FALSE,FALSE,-77.0368707,38.9071923,"Washington, DC","District of Columbia"
"There’s still time to get your flu shot to avoid contracting the flu during peak season! https://t.co/GamMOXFCLP",FALSE,0,NA,"3/5/2019 17:10",FALSE,NA,"1.1e+18",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","NHSPIndex",0,FALSE,FALSE,-77.0368707,38.9071923,"Washington, DC","District of Columbia"
"Do you know how you'll survive a flu epidemic? https://t.co/y90pQ4oBqO",FALSE,0,NA,"3/5/2019 17:07",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","USStandard",0,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"A new study shows that vaccination with a weakened strain of salmonella not only protects against typhoid fever but… https://t.co/waJdwaRBSf",FALSE,4,NA,"3/5/2019 16:56",TRUE,NA,"1.1e+18",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SHEA_Epi",1,FALSE,FALSE,-77.0909809,38.8816208,"Arlington, VA","Virginia"
"Attend the #FDA's 2018-2019 #Flu #vaccine selection #WEBEX Wednesday at
https://t.co/Y0IMLMLypl

If you want to und… https://t.co/olU0PtwNYl",FALSE,0,"Potrblog","3/5/2019 16:55",TRUE,"1.1e+18","1.1e+18","292493063","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Potrblog",0,FALSE,FALSE,-90.1994042,38.6270025,"Saint Louis","Missouri"
"Even if you're not aware of it, it's likely that your emotions will influence someone around you today.

Emotions c… https://t.co/pUZipwxlep",FALSE,1,NA,"3/5/2019 16:45",TRUE,NA,"1.1e+18",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","westsidehealth",0,FALSE,FALSE,-75.5276699,38.9108325,"Delaware","Delaware"
"The CDC reports that Indiana's flu season is peaking right now. With that in mind, our corporation nurse has some h… https://t.co/eCRLtfdKVy",FALSE,1,NA,"3/5/2019 16:30",TRUE,NA,"1.1e+18",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","SouthernHancock",1,FALSE,FALSE,-85.8891471,39.7219882,"New Palestine, IN","Indiana"
"@YaleEIP FluSurv-NET surveillance expertise is on the pulse of CT flu hospitalizations. Week 8 update for the 2018-… https://t.co/E12OYAk7bo",FALSE,2,"YaleEIP","3/5/2019 16:18",TRUE,NA,"1.1e+18","1.02e+18","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","YaleEIP",0,FALSE,FALSE,-72.9278835,41.308274,"New Haven, CT","Connecticut"
"Wash your hands, get your flu shot.

https://t.co/FELcz8ZMXj",FALSE,0,NA,"3/5/2019 16:17",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lelindstrom",2,FALSE,FALSE,-83.5378674,41.6528052,"Toledo, OH","Ohio"
"@CDCgov : Dangerous #flu strain overtakes H1N1 this season - https://t.co/nWPNKWJEjl  via @upi",FALSE,0,"CDCgov","3/5/2019 16:12",FALSE,NA,"1.1e+18","146569971","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AIRWorldwide",0,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
"Tougher flu virus could prolong the season https://t.co/9TKYSFd1y7",FALSE,1,NA,"3/5/2019 15:48",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JulieEWash",1,FALSE,FALSE,-81.6943605,41.49932,"Cleveland, Ohio","Ohio"
"@PeterDawsonUSA @thehill @TheHillOpinion 1/ none were as important as border security? really?  so I guess 9/11 and… https://t.co/IbApuIE3lR",FALSE,0,"PeterDawsonUSA","3/5/2019 15:32",TRUE,"1.1e+18","1.1e+18","84091971","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alorr4uz",0,FALSE,FALSE,-85.4669025,37.8092279,"Bardstown, KY","Kentucky"
"Wash your hands often! <U+0001F450> Large-scale absences reported at some Toledo-area schools and the closure of at least one… https://t.co/Ttr3xAOTgw",FALSE,1,NA,"3/5/2019 15:09",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","toledonews",1,FALSE,FALSE,-83.5378674,41.6528052,"Toledo, OH","Ohio"
"Remember to get your flu shot!
https://t.co/OeiaEXXDOh",FALSE,0,NA,"3/5/2019 15:01",FALSE,NA,"1.1e+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","NYSAGING",0,FALSE,FALSE,-73.7562317,42.6525793,"Albany, NY","New York"
"Pregnant women who get the flu shot are not at an increased risk of having a miscarriage, a new study confirms. The… https://t.co/qt5zDyDbiV",FALSE,0,NA,"3/5/2019 15:00",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>","URMed_GCH",0,FALSE,FALSE,-77.6088465,43.1565779,"Rochester, NY","New York"
"Scientists Resume Efforts To Create Deadly Flu Virus, With NIH's Blessing #SmartNews  https://t.co/qhgZ0FddRk",FALSE,0,NA,"3/5/2019 14:57",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","M08D26",0,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
"Scientists Resume Efforts To Create Deadly Flu Virus, With NIH's Blessing via @forbes https://t.co/0BJDj7sSk0",FALSE,1,NA,"3/5/2019 13:54",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrRamiMorsi",0,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
"Scientists Resume Efforts To Create Deadly Flu Virus, With NIH's Blessing https://t.co/R0Wle2e5le",FALSE,2,NA,"3/5/2019 13:49",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mlipsitch",2,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
"Elderberries are more effective than vaccines at protecting you against colds and flu https://t.co/5Ka711M5VF",FALSE,0,NA,"3/5/2019 13:22",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ritahickman",0,FALSE,FALSE,-88.3161965,42.2411344,"Crystal Lake, IL","Illinois"
"Tougher flu virus could prolong the season. https://t.co/8XuDoEi6M9 Protect yourself and those around you -… https://t.co/mpVsk3XCLf",FALSE,2,NA,"3/5/2019 13:22",TRUE,NA,"1.1e+18",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","OhioDeptOfAging",1,FALSE,FALSE,-82.9987942,39.9611755,"Columbus, Ohio","Ohio"
"Did you know that stress breaks down your immune system?  Tis the season for sniffles, sneezes and flu are in full… https://t.co/uacUmqVRhM",FALSE,0,NA,"3/5/2019 13:07",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","kswp",0,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"""A New, More Powerful Strain Of Flu Has Just Hit Colorado...""
Screw you, flu.
Grumpy Dingo Radio reminds you to get… https://t.co/bcxv2aMku6",FALSE,0,NA,"3/5/2019 13:05",TRUE,NA,"1.1e+18",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","RadioDingo",0,FALSE,FALSE,-87.6297982,41.8781136,"Chicago, IL","Illinois"
"Flu shot will not cause a pregnant woman to miscarry, study says @CNN https://t.co/hdmm4mSJJV",FALSE,1,NA,"3/5/2019 11:51",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MA_HomeVisiting",1,FALSE,FALSE,-71.3824374,42.4072107,"Massachusetts, USA","Massachusetts"
"Six people have now died of the #flu in Monroe County this season: 
https://t.co/ob1fTjn7d2",FALSE,0,NA,"3/5/2019 11:00",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","ScottMPatterson",0,FALSE,FALSE,-77.6881469,43.1501049,"Buffalo/Rochester, NY","New York"
"Thinking of having a flu vaccine https://t.co/Pzz9sf4WD9 #FluVaccine #flu #health #EastMidsHeadsUp",FALSE,1,NA,"3/5/2019 9:29",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TickHr",0,FALSE,FALSE,-0.1601246,52.9451889,"Lincolnshire","England"
"Article here: https://t.co/9ma2OiryV7",FALSE,4,"EveForster","3/5/2019 7:12",FALSE,"1.1e+18","1.1e+18","14852707","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EveForster",2,FALSE,FALSE,-79.3831843,43.653226,"Toronto","Ontario"
"Public health experts condemn 'dangerous' research funded by the U.S. government to create airborne versions of hig… https://t.co/gCzTjGRuqx",FALSE,7,NA,"3/5/2019 6:41",TRUE,NA,"1.1e+18",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","JohnsHopkins",3,FALSE,FALSE,-76.6121893,39.2903848,"Baltimore, MD","Maryland"
"Fifteen more children have died from flu-related complications, bringing the pediatric death toll for the season to… https://t.co/ZKX6l6Er7Q",FALSE,0,NA,"3/5/2019 4:52",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","a35362",1,FALSE,FALSE,-88.7503647,41.9294736,"DeKalb, IL","Illinois"
"Please #vaccinate yourself and your children. Protect yourself and others . #VaccinesWork #prevention… https://t.co/1E736XwWYh",FALSE,0,NA,"3/5/2019 3:48",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","morgankathy",1,FALSE,FALSE,-75.6971931,45.4215296,"Ottawa, Canada","Ontario"
"Research that can make flu viruses more dangerous was put on hold by the government in 2014. Now, the government ha… https://t.co/eX3BRlcKzt",FALSE,20,NA,"3/5/2019 3:41",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NYTScience",18,FALSE,FALSE,-74.0059728,40.7127753,"New York, NY","New York"
"Research that can make flu viruses more dangerous was put on hold by the government in 2014. Now, the government ha… https://t.co/93padcb2W3",FALSE,6,NA,"3/5/2019 3:39",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","NYTHealth",7,FALSE,FALSE,-74.0059728,40.7127753,"New York, NY","New York"
"It blows mine that we gotta show the classics to represent what we mean in 2019! Tell these peasants to catch up, t… https://t.co/K4OjrEcfB5",FALSE,3,NA,"3/5/2019 2:18",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slime_Flu_",1,FALSE,FALSE,-73.9393554,40.8417082,"Washington Heights, New York","New York"
"A New, More Powerful Strain Of Flu Has Just Hit Colorado – CBS Denver https://t.co/u6Or0HIxHG",FALSE,0,NA,"3/5/2019 2:03",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","pd88ky",0,FALSE,FALSE,-84.2700179,37.8393332,"Kentucky","Kentucky"
"A New, More Powerful Strain Of Flu Has Just Hit Colorado https://t.co/cHsZJiaYrk",FALSE,0,NA,"3/5/2019 2:02",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SalBusacca",0,FALSE,FALSE,-73.6742323,40.7422572,"East Coast, USA","New York"
"Please check out RFC Daily Update 063 - New Toys, Sad News, and the Flu! Just posted! On today's update, new Siege… https://t.co/BcebO3dMZp",FALSE,1,NA,"3/5/2019 1:57",TRUE,NA,"1.1e+18",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","tfradio",2,FALSE,FALSE,-80.8431267,35.2270869,"Charlotte, NC","North Carolina"
"Fighting the Flu or Cold? Elderberry May Provide Some Additional Relief https://t.co/8GSqXO6Tpt #HMHforU #HealthTips #HealthEducation",FALSE,0,NA,"3/5/2019 1:39",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mtranch011",0,FALSE,FALSE,-74.023593,40.2613515,"Oakhurst, NJ","New Jersey"
"@ggreeneyes1975 We have full blown epidemics in 2019. I tell the anti-vaxxers What if your unvaccinated child comes… https://t.co/gcHY8jOhMY",FALSE,1,"ggreeneyes1975","3/5/2019 1:34",TRUE,"1.1e+18","1.1e+18","18432379","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marabscott",0,FALSE,FALSE,-79.3831843,43.653226,"Toronto","Ontario"
"What a crazy 2019 so far. Wife, Newborn, Middle daughter had pneumonia. Son, Newborn, Middle and Oldest daughter ha… https://t.co/VqSrLPqjXT",FALSE,681,NA,"3/5/2019 1:14",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChrisJZullo",129,FALSE,FALSE,-95.712891,37.09024,"United States","Kansas"
"Meanwhile no one seems concerned that NIH is funding the development of bioweapons https://t.co/7kRBXfODYP",FALSE,17,NA,"3/5/2019 1:10",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StevenSalzberg1",14,FALSE,FALSE,-76.6412712,39.0457549,"Maryland, USA","Maryland"
"Six people have died from the flu this season, according to the Monroe County Health Department.
https://t.co/s5HM7uwhlL",FALSE,0,NA,"3/5/2019 1:00",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","SPECNewsROC",1,FALSE,FALSE,-77.6088465,43.1565779,"Rochester, NY","New York"
"Recent studies have shown that the flu vaccine can help protect against heart attacks, plus reduce the risk of bein… https://t.co/1rUvvvdlkn",FALSE,8,NA,"3/5/2019 0:55",TRUE,NA,"1.1e+18",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","usnews",5,FALSE,FALSE,-77.0368707,38.9071923,"Washington, DC","District of Columbia"
"Biologists are trying to make bird flu easier to spread. Can we not? https://t.co/3IJQ9iXc2c via @voxdotcom",FALSE,0,NA,"3/5/2019 0:23",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","whyboris",0,FALSE,FALSE,-74.307282,40.4128551,"Old Bridge, NJ","New Jersey"
"Francis Collins' NIH--you gotta love it! funding the creation of killer bird flu strains while millions of American… https://t.co/NJVyh1QAvL",FALSE,41,NA,"3/4/2019 23:52",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oslersweb",20,FALSE,FALSE,-74.0059728,40.7127753,"New York, USA","New York"
"High levels of influenza were circulating in 33 states and New York City at the end of... https://t.co/WK4IoLtBCr",FALSE,0,NA,"3/4/2019 23:21",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ArExPharmacy",0,FALSE,FALSE,-74.3152408,40.5360104,"Fords, NJ","New Jersey"
"It's not too late to get a #flu vaccine. It appears that flu season is far from over and after H1N1 viruses predomi… https://t.co/wF9MLQV4mw",FALSE,0,NA,"3/4/2019 22:58",TRUE,NA,"1.1e+18",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","famfightflu",1,FALSE,FALSE,-77.0909809,38.8816208,"Arlington, VA","Virginia"
"The #CDC says the milder strain of #influenza that had been nailing people from just after Thanksgiving through ear… https://t.co/dUiYCFcmnR",FALSE,0,NA,"3/4/2019 22:54",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eDocAmerica",0,FALSE,FALSE,-92.2895948,34.7464809,"Little Rock, AR","Arkansas"
"Latest Report on Flu Deaths https://t.co/ZQEFQmkw0v",FALSE,0,NA,"3/4/2019 22:49",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WHAM1180",0,FALSE,FALSE,-77.6088465,43.1565779,"Rochester, NY","New York"
"Flu, strep close Union County Public Schools for rest of week https://t.co/Eok8hEI8rZ https://t.co/wSzzkAFNzj",FALSE,0,NA,"3/4/2019 22:43",FALSE,NA,"1.1e+18",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TheGleanerNews",0,FALSE,FALSE,-87.5900134,37.8361538,"Henderson, Ky.","Kentucky"
"Birthday Flu &amp; Life Lessons {The Daily Dash: March 4, 2019}
https://t.co/rZNLGRLVym #MondayMotivation #mondaythoughts #flu",FALSE,0,NA,"3/4/2019 22:25",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheSamiCone",0,FALSE,FALSE,-86.7816016,36.1626638,"Nashville, TN","Tennessee"
"US measles rise; More acute flaccid myelitis; Nipah virus in Bangladesh; Novel H5N2 avian flu in Egypt; Global poli… https://t.co/YJIrw8pP8M",FALSE,0,NA,"3/4/2019 22:18",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BIOCIENCIA2013",0,FALSE,FALSE,-64.183316,10.431916,"Cumaná","Sucre State"
"H3N2 viruses are accounting for a growing number of flu viruses detected across the country https://t.co/VHP5h4tt9U v",FALSE,0,NA,"3/4/2019 22:11",FALSE,NA,"1.1e+18",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","sambucolusa",0,FALSE,FALSE,-95.712891,37.09024,"USA","Kansas"
"SAVE THE DATE: ID Epi Seminar Series 2019: Adam Lauring from @UMich will be presenting Mar 7th! We look forward to… https://t.co/H7dAIvsPRu",FALSE,3,NA,"3/4/2019 22:10",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CCDD_HSPH",0,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
"CDC: New Powerful Flu Strain On Rise... https://t.co/ITt37jXuj1",FALSE,0,NA,"3/4/2019 21:59",FALSE,NA,"1.1e+18",NA,"<a href=""https://gozer.fuckup.solutions/"" rel=""nofollow"">Vinz Clortho</a>","hankarnold54",0,FALSE,FALSE,-95.712891,37.09024,"USA","Kansas"
"Veganism And Needle Phobia: Half Of Isle Of Wight NHS Staff Decline Flu Jab
In November, Chief... https://t.co/fw47UShZ5Z",FALSE,1,NA,"3/4/2019 21:53",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","vScienceBites",0,FALSE,FALSE,-82.907123,40.4172871,"Ohio, USA","Ohio"
"The CDC says the milder strain of influenza that had been nailing people from just after Thanksgiving through early… https://t.co/lveuDnjFuj",FALSE,4,NA,"3/4/2019 21:46",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BRHPCHealth",2,FALSE,FALSE,-80.1494901,26.0112014,"Hollywood, FL","Florida"
"A New, More Powerful Strain Of Flu Has Just Hit Colorado – CBS Denver https://t.co/u2TKHIWYlv",FALSE,0,NA,"3/4/2019 21:25",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brite_dee",0,FALSE,FALSE,-91.8318334,37.9642529,"Missouri","Missouri"
"Total pediatric deaths for this flu season - 56 so far. 
https://t.co/Z6GkXE0Jlm",FALSE,0,NA,"3/4/2019 20:56",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NurseAlexaRN",0,FALSE,FALSE,-93.2922989,37.2089572,"Springfield, MO","Missouri"
"A Magical Journey: New portal of entry for influenza viruses https://t.co/5PCkL6u5E3",FALSE,0,NA,"3/4/2019 20:40",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DannyBoston1",0,FALSE,FALSE,18.643501,60.128161,"Sweden","Stockholm County"
"Living with, commuting with, and working near sick people can seem unavoidable in midwinter, but there are many rel… https://t.co/AndHc6gt7f",FALSE,0,NA,"3/4/2019 20:32",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MassGIC",0,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
"Don’t shake hands, get your #flu shot, and more. How to avoid the flu at this point in the season: https://t.co/jyX4IbHhia",FALSE,0,NA,"3/4/2019 20:30",FALSE,NA,"1.1e+18",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AriaMarketing",0,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
"The last thing we want is more families to loss a loved one to #flu as we have. Yet the latest surveillance reports… https://t.co/YgYaYKCgMC",FALSE,4,NA,"3/4/2019 20:14",TRUE,NA,"1.1e+18",NA,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","famfightflu",1,FALSE,FALSE,-77.0909809,38.8816208,"Arlington, VA","Virginia"
"New portal of entry for influenza viruses https://t.co/xcdQG6IGHZ",FALSE,0,NA,"3/4/2019 20:08",FALSE,NA,"1.1e+18",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","LKChapman147",0,FALSE,FALSE,-106.650422,35.0843859,"Albuquerque NM","New Mexico"
"Yes, The Flu Vaccine Still Works https://t.co/1d0HuJ4eiv",FALSE,1,NA,"3/4/2019 20:03",FALSE,NA,"1.1e+18",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","LifehackerAU",1,FALSE,FALSE,133.775136,-25.274398,"Australia","State Not Found"
"New portal of entry for influenza viruses https://t.co/RvEZ3hBOY2",FALSE,0,NA,"3/4/2019 20:02",FALSE,NA,"1.1e+18",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","3rdrockhome",0,FALSE,FALSE,-95.712891,37.09024,"USA","Kansas"
"Here are the early leaders for Sanitary Maintenance's 2019 Distributor Choice Award:

https://t.co/M45pUD1cNq https://t.co/CigklfuIiB",FALSE,4,NA,"3/4/2019 19:59",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SM_Distribution",3,FALSE,FALSE,-87.9064736,43.0389025,"Milwaukee, WI","Wisconsin"
"NO THANK YOU! https://t.co/skHC831gEH",FALSE,0,NA,"3/4/2019 19:54",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bizarreabyss",0,FALSE,FALSE,-82.9987942,39.9611755,"Columbus, Ohio","Ohio"
"I got both of these flus by someone who was vaccinated.  Soooooo.....

A New, More Powerful Strain Of Flu Has Just… https://t.co/H7S7TBLkSo",FALSE,0,NA,"3/4/2019 19:48",TRUE,NA,"1.1e+18",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","StopyourYnin",0,FALSE,FALSE,-95.712891,37.09024,"USA","Kansas"
"""High levels of influenza were circulating in 33 states and New York City at the end of February, sickening residen… https://t.co/WdUzxst3a1",FALSE,3,NA,"3/4/2019 19:45",TRUE,NA,"1.1e+18",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Commpharmacy",3,FALSE,FALSE,-77.0469214,38.8048355,"Alexandria, VA","Virginia"
"A New, More Powerful Strain Of Flu Has Just Hit Colorado https://t.co/mYXKg5ytz9",FALSE,0,NA,"3/4/2019 19:43",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SusieBlackmon",0,FALSE,FALSE,-86.0066386,34.014264,"Gadsden, AL","Alabama"
"Flu outbreak with second strain could last until May: What you need to know https://t.co/KOrWYtW7Ak via @usatoday",FALSE,0,NA,"3/4/2019 19:41",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoannaTierno",0,FALSE,FALSE,-74.1502007,40.5795317,"Staten Island NY","New York"
"'One hour and I wouldn't have made it': From sore throat to life support #sepsis  https://t.co/rmnyi2Nysj",FALSE,0,NA,"3/4/2019 19:36",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","HapgoodK",0,FALSE,FALSE,133.775136,-25.274398,"Australia","State Not Found"
"Ask us how we successfully address flu!
https://t.co/uO6iRhD3pF",FALSE,1,NA,"3/4/2019 19:14",FALSE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","globaldisinfect",0,FALSE,FALSE,-75.1926937,40.1416782,"Fort Washington, PA","Pennsylvania"
"Ask us how we successfully address flu!

Flu outbreak with second strain could last until May: What you need to kno… https://t.co/kVHPk3dJPt",FALSE,0,NA,"3/4/2019 19:14",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","globaldisinfect",0,FALSE,FALSE,-75.1926937,40.1416782,"Fort Washington, PA","Pennsylvania"
"NJSBA In the News: State: School’s ‘football flu’ policy can be challenged

BURLINGTON CITY, N.J. — The Courier-Pos… https://t.co/OOWFo6UUok",FALSE,0,NA,"3/4/2019 19:04",TRUE,NA,"1.1e+18",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","njsba",0,FALSE,FALSE,-74.759717,40.2205824,"Trenton, NJ","New Jersey"
"Flu shot will not cause a pregnant woman to miscarry, study says - https://t.co/YjgXyz5nWh",FALSE,0,NA,"3/4/2019 19:02",FALSE,NA,"1.1e+18",NA,"<a href=""http://meetedgar.com"" rel=""nofollow"">Meet Edgar</a>","lorileoauthor",0,FALSE,FALSE,-71.0588801,42.3600825,"Boston, MA","Massachusetts"
